comparison_identifier,comparison_name,image_identifier,question,reference_type,admissible_or_required_reference_set,exact_direction_category,direction_family,first_condition,first_prediction,first_correct,second_condition,second_prediction,second_correct,change
G,annotation_correspondence_with_rectified_crops,IMG_3319.JPG,Where is Economics Department Office (Room 3504)?,scalar,left,scalar:{left},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
G,annotation_correspondence_with_rectified_crops,IMG_3319.JPG,Where is Economics Department Office?,scalar,left,scalar:{left},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
G,annotation_correspondence_with_rectified_crops,IMG_3319.JPG,Where is Lobby?,scalar,left,scalar:{left},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
G,annotation_correspondence_with_rectified_crops,IMG_3319.JPG,Where is Men's Room?,scalar,left,scalar:{left},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
G,annotation_correspondence_with_rectified_crops,IMG_3319.JPG,Where is Room 3100?,scalar,right,scalar:{right},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""right""",True,improved
G,annotation_correspondence_with_rectified_crops,IMG_3319.JPG,Where is Room 3210?,scalar,right,scalar:{right},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""right""",True,improved
G,annotation_correspondence_with_rectified_crops,IMG_3319.JPG,Where is Room 3400?,scalar,left,scalar:{left},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
G,annotation_correspondence_with_rectified_crops,IMG_3319.JPG,Where is Room 3510?,scalar,left,scalar:{left},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
G,annotation_correspondence_with_rectified_crops,IMG_3319.JPG,Where is Rooms 3100 to 3210?,scalar,right,scalar:{right},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""right""",True,improved
G,annotation_correspondence_with_rectified_crops,IMG_3319.JPG,Where is Rooms 3400 to 3510?,scalar,left,scalar:{left},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
G,annotation_correspondence_with_rectified_crops,IMG_3319.JPG,Where is Russell Sage Lab. 3rd Floor?,scalar,locational,scalar:{locational},locational,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""locational""",True,improved
G,annotation_correspondence_with_rectified_crops,IMG_3319.JPG,Where is SAGE 3101 Computer Lab/Classroom?,scalar,right,scalar:{right},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""right""",True,improved
G,annotation_correspondence_with_rectified_crops,IMG_3319.JPG,Where is SAGE 3303 Auditorium?,scalar,left,scalar:{left},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
G,annotation_correspondence_with_rectified_crops,IMG_3319.JPG,Where is The Beanery Cafe?,scalar,right,scalar:{right},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""right""",True,improved
G,annotation_correspondence_with_rectified_crops,IMG_3320.JPG,Where is Auditorium?,scalar,left,scalar:{left},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
G,annotation_correspondence_with_rectified_crops,IMG_3320.JPG,Where is Computer Lab?,scalar,right,scalar:{right},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""right""",True,improved
G,annotation_correspondence_with_rectified_crops,IMG_3320.JPG,Where is Economics Department Office?,scalar,left,scalar:{left},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
G,annotation_correspondence_with_rectified_crops,IMG_3320.JPG,Where is Lobby?,scalar,left,scalar:{left},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
G,annotation_correspondence_with_rectified_crops,IMG_3320.JPG,Where is Men's Room?,scalar,left,scalar:{left},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
G,annotation_correspondence_with_rectified_crops,IMG_3320.JPG,Where is Room 3100?,scalar,right,scalar:{right},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""right""",True,improved
G,annotation_correspondence_with_rectified_crops,IMG_3320.JPG,Where is Room 3210?,scalar,right,scalar:{right},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""right""",True,improved
G,annotation_correspondence_with_rectified_crops,IMG_3320.JPG,Where is Room 3400?,scalar,left,scalar:{left},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
G,annotation_correspondence_with_rectified_crops,IMG_3320.JPG,Where is Room 3510?,scalar,left,scalar:{left},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
G,annotation_correspondence_with_rectified_crops,IMG_3320.JPG,Where is Rooms 3100 to 3210?,scalar,right,scalar:{right},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""right""",True,improved
G,annotation_correspondence_with_rectified_crops,IMG_3320.JPG,Where is Rooms 3400 to 3510?,scalar,left,scalar:{left},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
G,annotation_correspondence_with_rectified_crops,IMG_3320.JPG,Where is Russell Sage Lab. 3rd Floor?,scalar,locational,scalar:{locational},locational,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""locational""",True,improved
G,annotation_correspondence_with_rectified_crops,IMG_3320.JPG,Where is SAGE 3101 Computer Lab/Classroom?,scalar,right,scalar:{right},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""right""",True,improved
G,annotation_correspondence_with_rectified_crops,IMG_3320.JPG,Where is SAGE 3303 Auditorium?,scalar,left,scalar:{left},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""left""",True,improved
G,annotation_correspondence_with_rectified_crops,IMG_3320.JPG,Where is The Beanery Cafe?,scalar,right,scalar:{right},horizontal,original_rectified_no_annotation,"""ERROR""",False,full_multiview,"""right""",True,improved
G,annotation_correspondence_with_rectified_crops,IMG_3397.JPG,Where is Department of Mathematical Sciences Room 301?,scalar,locational,scalar:{locational},locational,original_rectified_no_annotation,"""locational""",True,full_multiview,"""right""",False,worsened
G,annotation_correspondence_with_rectified_crops,IMG_3397.JPG,Where is Mathematical Sciences 4th Floor?,scalar,straight-right,scalar:{straight-right},diagonal,original_rectified_no_annotation,"""straight-right""",True,full_multiview,"""straight""",False,worsened
G,annotation_correspondence_with_rectified_crops,IMG_3465.JPG,Where is RPI's College Radio Station?,scalar,down,scalar:{down},vertical_forward,original_rectified_no_annotation,"""down-left""",False,full_multiview,"""down""",True,improved
G,annotation_correspondence_with_rectified_crops,IMG_3465.JPG,Where is WRPI 91.5 FM?,scalar,down,scalar:{down},vertical_forward,original_rectified_no_annotation,"""down-left""",False,full_multiview,"""down""",True,improved
G,annotation_correspondence_with_rectified_crops,IMG_3551.JPG,Where is Mechatronics?,scalar,right,scalar:{right},horizontal,original_rectified_no_annotation,"""unknown""",False,full_multiview,"""right""",True,improved
G,annotation_correspondence_with_rectified_crops,IMG_3624.JPG,Where are Deliveries?,scalar,right,scalar:{right},horizontal,original_rectified_no_annotation,"""right""",True,full_multiview,"""ERROR""",False,worsened
H1,full_vs_original,IMG_3308.JPG,Where is Restrooms?,scalar,left,scalar:{left},horizontal,original_only,"""left""",True,full_multiview,"[""left"", ""locational""]",False,worsened
H1,full_vs_original,IMG_3347.JPG,Where is 1201 - 1301?,scalar,down,scalar:{down},vertical_forward,original_only,"""down-right""",False,full_multiview,"""down""",True,improved
H1,full_vs_original,IMG_3347.JPG,Where is 1201?,scalar,down,scalar:{down},vertical_forward,original_only,"""down-right""",False,full_multiview,"""down""",True,improved
H1,full_vs_original,IMG_3347.JPG,Where is 1301?,scalar,down,scalar:{down},vertical_forward,original_only,"""down-right""",False,full_multiview,"""down""",True,improved
H1,full_vs_original,IMG_3349.JPG,Where is 1201 - 1301?,scalar,down,scalar:{down},vertical_forward,original_only,"""down-right""",False,full_multiview,"""down""",True,improved
H1,full_vs_original,IMG_3349.JPG,Where is 1201?,scalar,down,scalar:{down},vertical_forward,original_only,"""down-right""",False,full_multiview,"""down""",True,improved
H1,full_vs_original,IMG_3349.JPG,Where is 1301?,scalar,down,scalar:{down},vertical_forward,original_only,"""down-right""",False,full_multiview,"""down""",True,improved
H1,full_vs_original,IMG_3391.JPG,Where is 2nd Floor?,scalar,straight,scalar:{straight},vertical_forward,original_only,"""straight""",True,full_multiview,"""straight-right""",False,worsened
H1,full_vs_original,IMG_3391.JPG,Where is 3rd Floor?,scalar,straight,scalar:{straight},vertical_forward,original_only,"""straight""",True,full_multiview,"""straight-right""",False,worsened
H1,full_vs_original,IMG_3391.JPG,Where is Mathematical Sciences?,scalar,straight-right,scalar:{straight-right},diagonal,original_only,"[""straight-right"", ""locational""]",False,full_multiview,"""straight-right""",True,improved
H1,full_vs_original,IMG_3397.JPG,Where is Mathematical Sciences 4th Floor?,scalar,straight-right,scalar:{straight-right},diagonal,original_only,"""straight-right""",True,full_multiview,"""straight""",False,worsened
H1,full_vs_original,IMG_3402.JPG,Where is Mathematical Sciences?,scalar,right,scalar:{right},horizontal,original_only,"""right""",True,full_multiview,"""unknown""",False,worsened
H1,full_vs_original,IMG_3432.JPG,Where is Room 202A?,scalar,right,scalar:{right},horizontal,original_only,"""left""",False,full_multiview,"""right""",True,improved
H1,full_vs_original,IMG_3432.JPG,Where is Women's Restroom?,scalar,right,scalar:{right},horizontal,original_only,"""left""",False,full_multiview,"""right""",True,improved
H1,full_vs_original,IMG_3442.JPG,Where is 3039?,scalar,right,scalar:{right},horizontal,original_only,"""straight""",False,full_multiview,"""right""",True,improved
H1,full_vs_original,IMG_3442.JPG,Where is 3045?,scalar,right,scalar:{right},horizontal,original_only,"""straight""",False,full_multiview,"""right""",True,improved
H1,full_vs_original,IMG_3442.JPG,Where is 3051?,scalar,right,scalar:{right},horizontal,original_only,"""straight""",False,full_multiview,"""right""",True,improved
H1,full_vs_original,IMG_3443.JPG,Where is 3039?,scalar,right,scalar:{right},horizontal,original_only,"""straight""",False,full_multiview,"""right""",True,improved
H1,full_vs_original,IMG_3443.JPG,Where is 3045?,scalar,right,scalar:{right},horizontal,original_only,"""straight""",False,full_multiview,"""right""",True,improved
H1,full_vs_original,IMG_3443.JPG,Where is 3051?,scalar,right,scalar:{right},horizontal,original_only,"""straight""",False,full_multiview,"""right""",True,improved
H1,full_vs_original,IMG_3457.JPG,Where is 3039-3051?,scalar,right,scalar:{right},horizontal,original_only,"""straight-right""",False,full_multiview,"""right""",True,improved
H1,full_vs_original,IMG_3464.JPG,Where is RPI's College Radio Station?,scalar,down,scalar:{down},vertical_forward,original_only,"""down""",True,full_multiview,"""down-left""",False,worsened
H1,full_vs_original,IMG_3464.JPG,Where is WRPI 91.5 FM?,scalar,down,scalar:{down},vertical_forward,original_only,"""down""",True,full_multiview,"""down-left""",False,worsened
H1,full_vs_original,IMG_3465.JPG,Where is RPI's College Radio Station?,scalar,down,scalar:{down},vertical_forward,original_only,"""down-left""",False,full_multiview,"""down""",True,improved
H1,full_vs_original,IMG_3465.JPG,Where is WRPI 91.5 FM?,scalar,down,scalar:{down},vertical_forward,original_only,"""down-left""",False,full_multiview,"""down""",True,improved
H1,full_vs_original,IMG_3483.JPG,Where is Design Lab?,scalar,right,scalar:{right},horizontal,original_only,"[""left"", ""right""]",False,full_multiview,"""right""",True,improved
H1,full_vs_original,IMG_3483.JPG,Where is JEC 3232?,scalar,right,scalar:{right},horizontal,original_only,"[""left"", ""right""]",False,full_multiview,"""right""",True,improved
H1,full_vs_original,IMG_3483.JPG,Where is THE DESIGN LAB?,scalar,right,scalar:{right},horizontal,original_only,"[""left"", ""right""]",False,full_multiview,"""right""",True,improved
H1,full_vs_original,IMG_3545.JPG,Where is Exit?,scalar,right,scalar:{right},horizontal,original_only,"""locational""",False,full_multiview,"""right""",True,improved
H1,full_vs_original,IMG_3617.JPG,Where is Financial Aid?,scalar,u-turn,scalar:{u-turn},u_turn_other,original_only,"""straight""",False,full_multiview,"""u-turn""",True,improved
H1,full_vs_original,IMG_3617.JPG,Where is Public Safety & Public Access?,scalar,u-turn,scalar:{u-turn},u_turn_other,original_only,"""left""",False,full_multiview,"""u-turn""",True,improved
H1,full_vs_original,IMG_3617.JPG,Where is Resident Life & Student Dining Services?,scalar,right,scalar:{right},horizontal,original_only,"""left""",False,full_multiview,"""right""",True,improved
H1,full_vs_original,IMG_3620.JPG,Where is Financial Aid?,scalar,u-turn,scalar:{u-turn},u_turn_other,original_only,"""left""",False,full_multiview,"""u-turn""",True,improved
H1,full_vs_original,IMG_3620.JPG,Where is Public Safety & Public Access?,scalar,u-turn,scalar:{u-turn},u_turn_other,original_only,"""left""",False,full_multiview,"""u-turn""",True,improved
H1,full_vs_original,IMG_3624.JPG,Where are Deliveries?,scalar,right,scalar:{right},horizontal,original_only,"""right""",True,full_multiview,"""ERROR""",False,worsened
H1,full_vs_original,IMG_3625.JPG,Where are Deliveries?,scalar,right,scalar:{right},horizontal,original_only,"""right""",True,full_multiview,"""ERROR""",False,worsened
H2,full_vs_raw_crops,IMG_3308.JPG,Where is Restrooms?,scalar,left,scalar:{left},horizontal,raw_crops_only,"""left""",True,full_multiview,"[""left"", ""locational""]",False,worsened
H2,full_vs_raw_crops,IMG_3360.JPG,Where is Exit?,scalar,left,scalar:{left},horizontal,raw_crops_only,"""ERROR""",False,full_multiview,"""left""",True,improved
H2,full_vs_raw_crops,IMG_3364.JPG,Where is CONFERENCE ROOM?,scalar,left,scalar:{left},horizontal,raw_crops_only,"""unknown""",False,full_multiview,"""left""",True,improved
H2,full_vs_raw_crops,IMG_3379.JPG,Where is CONTRACTS AND GRANTS?,scalar,straight-left,scalar:{straight-left},diagonal,raw_crops_only,"""left""",False,full_multiview,"""straight-left""",True,improved
H2,full_vs_raw_crops,IMG_3382.JPG,Where is ARTS?,scalar,left,scalar:{left},horizontal,raw_crops_only,"""locational""",False,full_multiview,"""left""",True,improved
H2,full_vs_raw_crops,IMG_3390.JPG,Where is ARTS?,scalar,left,scalar:{left},horizontal,raw_crops_only,"""unknown""",False,full_multiview,"""left""",True,improved
H2,full_vs_raw_crops,IMG_3393.JPG,Where is 4th floor?,alternatives,straight|straight-right,"alternatives:{straight,straight-right}",mixed_multi_direction,raw_crops_only,"[""straight"", ""down""]",False,full_multiview,"""straight""",True,improved
H2,full_vs_raw_crops,IMG_3393.JPG,Where is Ladies' Restroom?,scalar,left,scalar:{left},horizontal,raw_crops_only,"""unknown""",False,full_multiview,"""left""",True,improved
H2,full_vs_raw_crops,IMG_3393.JPG,Where is Mathematical Sciences 4th Floor?,scalar,straight-right,scalar:{straight-right},diagonal,raw_crops_only,"""down""",False,full_multiview,"""straight-right""",True,improved
H2,full_vs_raw_crops,IMG_3393.JPG,Where is Men's Restroom?,scalar,down,scalar:{down},vertical_forward,raw_crops_only,"""unknown""",False,full_multiview,"""down""",True,improved
H2,full_vs_raw_crops,IMG_3395.JPG,Where is 4th Floor?,scalar,straight-right,scalar:{straight-right},diagonal,raw_crops_only,"""locational""",False,full_multiview,"""straight-right""",True,improved
H2,full_vs_raw_crops,IMG_3395.JPG,Where is Mathematical Sciences 4th Floor?,scalar,straight-right,scalar:{straight-right},diagonal,raw_crops_only,"""locational""",False,full_multiview,"""straight-right""",True,improved
H2,full_vs_raw_crops,IMG_3395.JPG,Where is Mathematical Sciences?,scalar,straight-right,scalar:{straight-right},diagonal,raw_crops_only,"""locational""",False,full_multiview,"""straight-right""",True,improved
H2,full_vs_raw_crops,IMG_3397.JPG,Where is 1st floor?,scalar,down,scalar:{down},vertical_forward,raw_crops_only,"""unknown""",False,full_multiview,"""down""",True,improved
H2,full_vs_raw_crops,IMG_3397.JPG,Where is 2nd floor?,scalar,straight,scalar:{straight},vertical_forward,raw_crops_only,"""unknown""",False,full_multiview,"""straight""",True,improved
H2,full_vs_raw_crops,IMG_3397.JPG,Where is 3rd floor?,scalar,straight,scalar:{straight},vertical_forward,raw_crops_only,"""unknown""",False,full_multiview,"""straight""",True,improved
H2,full_vs_raw_crops,IMG_3397.JPG,Where is 4th floor?,alternatives,straight|straight-right,"alternatives:{straight,straight-right}",mixed_multi_direction,raw_crops_only,"""unknown""",False,full_multiview,"""straight""",True,improved
H2,full_vs_raw_crops,IMG_3397.JPG,Where is Department of Mathematical Sciences Room 301?,scalar,locational,scalar:{locational},locational,raw_crops_only,"""locational""",True,full_multiview,"""right""",False,worsened
H2,full_vs_raw_crops,IMG_3402.JPG,Where is Mathematical Sciences?,scalar,right,scalar:{right},horizontal,raw_crops_only,"""right""",True,full_multiview,"""unknown""",False,worsened
H2,full_vs_raw_crops,IMG_3411.JPG,Where is Mathematical Sciences?,scalar,right,scalar:{right},horizontal,raw_crops_only,"""right""",True,full_multiview,"""unknown""",False,worsened
H2,full_vs_raw_crops,IMG_3419.JPG,Where is Women's Restroom?,scalar,left,scalar:{left},horizontal,raw_crops_only,"""unknown""",False,full_multiview,"""left""",True,improved
H2,full_vs_raw_crops,IMG_3423.JPG,Where is Men's Restroom?,scalar,right,scalar:{right},horizontal,raw_crops_only,"""straight-right""",False,full_multiview,"""right""",True,improved
H2,full_vs_raw_crops,IMG_3432.JPG,Where is Room 202A?,scalar,right,scalar:{right},horizontal,raw_crops_only,"""left""",False,full_multiview,"""right""",True,improved
H2,full_vs_raw_crops,IMG_3432.JPG,Where is Women's Restroom?,scalar,right,scalar:{right},horizontal,raw_crops_only,"""left""",False,full_multiview,"""right""",True,improved
H2,full_vs_raw_crops,IMG_3465.JPG,Where is RPI's College Radio Station?,scalar,down,scalar:{down},vertical_forward,raw_crops_only,"""down-left""",False,full_multiview,"""down""",True,improved
H2,full_vs_raw_crops,IMG_3465.JPG,Where is WRPI 91.5 FM?,scalar,down,scalar:{down},vertical_forward,raw_crops_only,"""down-left""",False,full_multiview,"""down""",True,improved
H2,full_vs_raw_crops,IMG_3474.JPG,Where is Communications Center?,scalar,left,scalar:{left},horizontal,raw_crops_only,"""straight-left""",False,full_multiview,"""left""",True,improved
H2,full_vs_raw_crops,IMG_3474.JPG,Where is Tunnel to Communications Center?,scalar,left,scalar:{left},horizontal,raw_crops_only,"""straight-left""",False,full_multiview,"""left""",True,improved
H2,full_vs_raw_crops,IMG_3481.JPG,Where is 2100-2119?,scalar,left,scalar:{left},horizontal,raw_crops_only,"""down-left""",False,full_multiview,"""left""",True,improved
H2,full_vs_raw_crops,IMG_3481.JPG,Where is Room 2100?,scalar,left,scalar:{left},horizontal,raw_crops_only,"""down-left""",False,full_multiview,"""left""",True,improved
H2,full_vs_raw_crops,IMG_3481.JPG,Where is Room 2119?,scalar,left,scalar:{left},horizontal,raw_crops_only,"""down-left""",False,full_multiview,"""left""",True,improved
H2,full_vs_raw_crops,IMG_3504.JPG,Where is Earth Sciences?,scalar,right,scalar:{right},horizontal,raw_crops_only,"""unknown""",False,full_multiview,"""right""",True,improved
H2,full_vs_raw_crops,IMG_3504.JPG,Where is Environmental Sciences?,scalar,right,scalar:{right},horizontal,raw_crops_only,"""unknown""",False,full_multiview,"""right""",True,improved
H2,full_vs_raw_crops,IMG_3526.JPG,Where is 7100-7119?,scalar,left,scalar:{left},horizontal,raw_crops_only,"""straight-left""",False,full_multiview,"""left""",True,improved
H2,full_vs_raw_crops,IMG_3527.JPG,Where is 7100-7119?,scalar,left,scalar:{left},horizontal,raw_crops_only,"""straight-left""",False,full_multiview,"""left""",True,improved
H2,full_vs_raw_crops,IMG_3551.JPG,Where is Mechatronics Lab?,scalar,right,scalar:{right},horizontal,raw_crops_only,"""unknown""",False,full_multiview,"""right""",True,improved
H2,full_vs_raw_crops,IMG_3551.JPG,Where is Mechatronics?,scalar,right,scalar:{right},horizontal,raw_crops_only,"""unknown""",False,full_multiview,"""right""",True,improved
H2,full_vs_raw_crops,IMG_3556.JPG,Where is 3300-3321?,scalar,left,scalar:{left},horizontal,raw_crops_only,"""unknown""",False,full_multiview,"""left""",True,improved
H2,full_vs_raw_crops,IMG_3556.JPG,Where is 3300?,scalar,left,scalar:{left},horizontal,raw_crops_only,"""unknown""",False,full_multiview,"""left""",True,improved
H2,full_vs_raw_crops,IMG_3556.JPG,Where is 3321?,scalar,left,scalar:{left},horizontal,raw_crops_only,"""unknown""",False,full_multiview,"""left""",True,improved
H2,full_vs_raw_crops,IMG_3556.JPG,Where is Room 3300?,scalar,left,scalar:{left},horizontal,raw_crops_only,"""unknown""",False,full_multiview,"""left""",True,improved
H2,full_vs_raw_crops,IMG_3556.JPG,Where is Room 3321?,scalar,left,scalar:{left},horizontal,raw_crops_only,"""unknown""",False,full_multiview,"""left""",True,improved
H2,full_vs_raw_crops,IMG_3577.JPG,Where is Ricketts Building?,scalar,locational,scalar:{locational},locational,raw_crops_only,"""ERROR""",False,full_multiview,"""locational""",True,improved
H2,full_vs_raw_crops,IMG_3595.JPG,Where are the restrooms?,scalar,straight,scalar:{straight},vertical_forward,raw_crops_only,"""ERROR""",False,full_multiview,"""straight""",True,improved
H2,full_vs_raw_crops,IMG_3601.JPG,Where is 3418?,scalar,straight,scalar:{straight},vertical_forward,raw_crops_only,"""right""",False,full_multiview,"""straight""",True,improved
H2,full_vs_raw_crops,IMG_3604.JPG,Where is the PUB Entrance?,scalar,right,scalar:{right},horizontal,raw_crops_only,"""unknown""",False,full_multiview,"""right""",True,improved
H2,full_vs_raw_crops,IMG_3617.JPG,Where is Admissions?,scalar,right,scalar:{right},horizontal,raw_crops_only,"""down-right""",False,full_multiview,"""right""",True,improved
H2,full_vs_raw_crops,IMG_3617.JPG,Where is Resident Life & Student Dining Services?,scalar,right,scalar:{right},horizontal,raw_crops_only,"""down-right""",False,full_multiview,"""right""",True,improved
H2,full_vs_raw_crops,IMG_3624.JPG,Where are Deliveries?,scalar,right,scalar:{right},horizontal,raw_crops_only,"""right""",True,full_multiview,"""ERROR""",False,worsened
H2,full_vs_raw_crops,IMG_3625.JPG,Where are Deliveries?,scalar,right,scalar:{right},horizontal,raw_crops_only,"""right""",True,full_multiview,"""ERROR""",False,worsened
H2,full_vs_raw_crops,IMG_3665.JPG,Where is Room 101?,scalar,right,scalar:{right},horizontal,raw_crops_only,"""unknown""",False,full_multiview,"""right""",True,improved
H2,full_vs_raw_crops,IMG_3665.JPG,Where is Room 109?,scalar,right,scalar:{right},horizontal,raw_crops_only,"""unknown""",False,full_multiview,"""right""",True,improved
H2,full_vs_raw_crops,IMG_3665.JPG,Where is the emergency exit?,scalar,left,scalar:{left},horizontal,raw_crops_only,"""unknown""",False,full_multiview,"""left""",True,improved
H2,full_vs_raw_crops,IMG_3669.JPG,Where is Room 230?,scalar,left,scalar:{left},horizontal,raw_crops_only,"""unknown""",False,full_multiview,"""left""",True,improved
H2,full_vs_raw_crops,IMG_3669.JPG,Where is Room 239?,scalar,left,scalar:{left},horizontal,raw_crops_only,"""unknown""",False,full_multiview,"""left""",True,improved
H2,full_vs_raw_crops,IMG_3670.JPG,Where is Room 201?,scalar,right,scalar:{right},horizontal,raw_crops_only,"""unknown""",False,full_multiview,"""right""",True,improved
H2,full_vs_raw_crops,IMG_3670.JPG,Where is Room 208?,scalar,right,scalar:{right},horizontal,raw_crops_only,"""unknown""",False,full_multiview,"""right""",True,improved
H2,full_vs_raw_crops,IMG_3696.JPG,Where is Religious and Spiritual Life?,scalar,left,scalar:{left},horizontal,raw_crops_only,"""ERROR""",False,full_multiview,"""left""",True,improved
H2,full_vs_raw_crops,IMG_3696.JPG,Where is Student Success?,scalar,left,scalar:{left},horizontal,raw_crops_only,"""ERROR""",False,full_multiview,"""left""",True,improved
H2,full_vs_raw_crops,IMG_3696.JPG,Where is Suite 4100?,scalar,right,scalar:{right},horizontal,raw_crops_only,"""ERROR""",False,full_multiview,"""right""",True,improved
H2,full_vs_raw_crops,IMG_3696.JPG,Where is Suite 4200?,scalar,right,scalar:{right},horizontal,raw_crops_only,"""ERROR""",False,full_multiview,"""right""",True,improved
H2,full_vs_raw_crops,IMG_3696.JPG,Where is Suite 4600?,scalar,left,scalar:{left},horizontal,raw_crops_only,"""ERROR""",False,full_multiview,"""left""",True,improved
H2,full_vs_raw_crops,IMG_3696.JPG,Where is Suite 4629?,scalar,left,scalar:{left},horizontal,raw_crops_only,"""ERROR""",False,full_multiview,"""left""",True,improved
H2,full_vs_raw_crops,IMG_3696.JPG,Where is the Counseling Center?,scalar,right,scalar:{right},horizontal,raw_crops_only,"""ERROR""",False,full_multiview,"""right""",True,improved
H2,full_vs_raw_crops,IMG_3696.JPG,Where is the Dean of Students Office?,scalar,right,scalar:{right},horizontal,raw_crops_only,"""ERROR""",False,full_multiview,"""right""",True,improved
H3,full_vs_rectified_crops,IMG_3349.JPG,Where is 1201 - 1301?,scalar,down,scalar:{down},vertical_forward,rectified_crops_only,"""down-right""",False,full_multiview,"""down""",True,improved
H3,full_vs_rectified_crops,IMG_3349.JPG,Where is 1201?,scalar,down,scalar:{down},vertical_forward,rectified_crops_only,"""down-right""",False,full_multiview,"""down""",True,improved
H3,full_vs_rectified_crops,IMG_3349.JPG,Where is 1301?,scalar,down,scalar:{down},vertical_forward,rectified_crops_only,"""down-right""",False,full_multiview,"""down""",True,improved
H3,full_vs_rectified_crops,IMG_3360.JPG,Where is Exit?,scalar,left,scalar:{left},horizontal,rectified_crops_only,"""ERROR""",False,full_multiview,"""left""",True,improved
H3,full_vs_rectified_crops,IMG_3382.JPG,Where is ARTS?,scalar,left,scalar:{left},horizontal,rectified_crops_only,"""locational""",False,full_multiview,"""left""",True,improved
H3,full_vs_rectified_crops,IMG_3390.JPG,Where is ARTS?,scalar,left,scalar:{left},horizontal,rectified_crops_only,"""unknown""",False,full_multiview,"""left""",True,improved
H3,full_vs_rectified_crops,IMG_3393.JPG,Where is Ladies' Restroom?,scalar,left,scalar:{left},horizontal,rectified_crops_only,"""unknown""",False,full_multiview,"""left""",True,improved
H3,full_vs_rectified_crops,IMG_3393.JPG,Where is Mathematical Sciences 4th Floor?,scalar,straight-right,scalar:{straight-right},diagonal,rectified_crops_only,"""locational""",False,full_multiview,"""straight-right""",True,improved
H3,full_vs_rectified_crops,IMG_3393.JPG,Where is Men's Restroom?,scalar,down,scalar:{down},vertical_forward,rectified_crops_only,"""unknown""",False,full_multiview,"""down""",True,improved
H3,full_vs_rectified_crops,IMG_3395.JPG,Where is 4th Floor?,scalar,straight-right,scalar:{straight-right},diagonal,rectified_crops_only,"""locational""",False,full_multiview,"""straight-right""",True,improved
H3,full_vs_rectified_crops,IMG_3395.JPG,Where is Mathematical Sciences 4th Floor?,scalar,straight-right,scalar:{straight-right},diagonal,rectified_crops_only,"""locational""",False,full_multiview,"""straight-right""",True,improved
H3,full_vs_rectified_crops,IMG_3395.JPG,Where is Mathematical Sciences?,scalar,straight-right,scalar:{straight-right},diagonal,rectified_crops_only,"""locational""",False,full_multiview,"""straight-right""",True,improved
H3,full_vs_rectified_crops,IMG_3397.JPG,Where is 1st floor?,scalar,down,scalar:{down},vertical_forward,rectified_crops_only,"""unknown""",False,full_multiview,"""down""",True,improved
H3,full_vs_rectified_crops,IMG_3397.JPG,Where is 2nd floor?,scalar,straight,scalar:{straight},vertical_forward,rectified_crops_only,"""unknown""",False,full_multiview,"""straight""",True,improved
H3,full_vs_rectified_crops,IMG_3397.JPG,Where is 3rd floor?,scalar,straight,scalar:{straight},vertical_forward,rectified_crops_only,"""unknown""",False,full_multiview,"""straight""",True,improved
H3,full_vs_rectified_crops,IMG_3397.JPG,Where is 4th floor?,alternatives,straight|straight-right,"alternatives:{straight,straight-right}",mixed_multi_direction,rectified_crops_only,"""unknown""",False,full_multiview,"""straight""",True,improved
